iter	Passed	Remaining
879	28270	64892
880	28286	64825
881	28309	64770
882	28331	64716
883	28364	64686
884	28376	64608
885	28399	64555
886	28423	64505
887	28444	64449
888	28467	64396
889	28490	64343
890	28511	64286
891	28533	64232
892	28556	64179
893	28588	64149
894	28612	64097
895	28632	64040
896	28659	63997
897	28682	63945
898	28704	63889
899	28727	63839
900	28750	63787
901	28773	63736
902	28805	63703
903	28828	63652
904	28844	63584
905	28866	63532
906	28889	63480
907	28913	63430
908	28936	63380
909	28959	63329
910	28982	63278
911	29006	63229
912	29027	63174
913	29050	63123
914	29073	63071
915	29096	63020
916	29118	62968
917	29135	62903
918	29160	62857
919	29183	62808
920	29204	62753
921	29231	62711
922	29255	62662
923	29278	62612
924	29302	62564
925	29325	62515
926	29348	62464
927	29371	62414
928	29393	62363
929	29424	62330
930	29446	62277
931	29465	62219
932	29488	62169
933	29509	62114
934	29534	62069
935	29557	62019
936	29579	61968
937	29602	61918
938	29624	61867
939	29656	61836
940	29679	61787
941	29699	61732
942	29717	61672
943	29739	61622
944	29762	61572
945	29783	61518
946	29805	61468
947	29836	61436
948	29860	61387
949	29881	61335
950	29905	61288
951	29925	61234
952	29948	61184
953	29970	61134
954	29991	61081
955	30014	61032
956	30029	60969
957	30061	60938
958	30081	60883
959	30104	60835
960	30129	60792
961	30153	60746
962	30172	60690
963	30193	60637
964	30207	60570
965	30228	60518
966	30251	60472
967	30283	60442
968	30306	60394
969	30329	60347
970	30352	60298
971	30375	60251
972	30394	60195
973	30418	60149
974	30441	60102
975	30464	60055
976	30480	59994
977	30510	59959
978	30533	59912
979	30555	59864
980	30578	59816
981	30599	59766
982	30623	59719
983	30646	59673
984	30656	59600
985	30682	59560
986	30706	59514
987	30729	59467
988	30751	59420
989	30774	59372
990	30794	59321
991	30815	59270
992	30838	59224
993	30862	59178
994	30878	59119
995	30904	59079
996	30927	59032
997	30948	58982
998	30969	58931
999	30988	58878
1000	31011	58831
1001	31033	58784
1002	31057	58739
1003	31083	58699
1004	31111	58663
1005	31135	58619
1006	31158	58572
1007	31179	58522
1008	31201	58476
1009	31225	58431
1010	31243	58376
1011	31262	58324
1012	31293	58292
1013	31313	58241
1014	31336	58196
1015	31356	58144
1016	31379	58100
1017	31400	58050
1018	31423	58005
1019	31445	57958
1020	31467	57911
1021	31491	57867
1022	31518	57829
1023	31537	57777
1024	31559	57730
1025	31582	57685
1026	31606	57643
1027	31629	57596
1028	31652	57552
1029	31674	57505
1030	31703	57472
1031	31728	57430
1032	31750	57385
1033	31771	57336
1034	31791	57286
1035	31812	57238
1036	31832	57188
1037	31856	57145
1038	31877	57097
1039	31900	57053
1040	31929	57019
1041	31951	56972
1042	31974	56928
1043	31993	56877
1044	32017	56834
1045	32040	56791
1046	32063	56747
1047	32089	56708
1048	32122	56681
1049	32145	56637
1050	32168	56593
1051	32187	56542
1052	32211	56500
1053	32235	56457
1054	32256	56410
1055	32279	56366
1056	32301	56321
1057	32329	56285
1058	32354	56246
1059	32378	56203
1060	32399	56156
1061	32422	56113
1062	32432	56047
1063	32455	56003
1064	32476	55956
1065	32499	55913
1066	32522	55870
1067	32554	55843
1068	32581	55805
1069	32603	55760
1070	32625	55715
1071	32648	55672
1072	32670	55628
1073	32679	55561
1074	32702	55518
1075	32725	55475
1076	32746	55429
1077	32779	55402
1078	32801	55357
1079	32822	55312
1080	32843	55265
1081	32866	55223
1082	32890	55182
1083	32913	55138
1084	32936	55097
1085	32957	55050
1086	32983	55013
1087	33010	54976
1088	33033	54933
1089	33058	54894
1090	33081	54852
1091	33105	54811
1092	33126	54765
1093	33149	54724
1094	33172	54680
1095	33206	54657
1096	33230	54617
1097	33251	54570
1098	33272	54526
1099	33282	54463
1100	33304	54419
1101	33327	54376
1102	33350	54335
1103	33374	54293
1104	33397	54252
1105	33460	54275
1106	33487	54239
1107	33505	54189
1108	33531	54152
1109	33554	54109
1110	33575	54064
1111	33595	54018
1112	33616	53974
1113	33640	53933
1114	33664	53892
1115	33687	53851
1116	33708	53806
1117	33719	53746
1118	33742	53704
1119	33765	53663
1120	33789	53622
1121	33810	53579
1122	33822	53519
1123	33845	53477
1124	33877	53451
1125	33900	53409
1126	33922	53367
1127	33943	53323
1128	33967	53283
1129	33990	53241
1130	34001	53182
1131	34016	53128
1132	34039	53086
1133	34062	53046
1134	34096	53022
1135	34119	52980
1136	34142	52940
1137	34165	52899
1138	34188	52858
1139	34210	52815
1140	34224	52760
1141	34246	52719
1142	34269	52678
1143	34293	52639
1144	34320	52604
1145	34343	52564
1146	34366	52523
1147	34380	52468
1148	34402	52427
1149	34423	52384
1150	34446	52343
1151	34469	52303
1152	34497	52269
1153	34513	52219
1154	34537	52180
1155	34560	52139
1156	34583	52099
1157	34607	52060
1158	34619	52003
1159	34631	51947
1160	34652	51904
1161	34675	51864
1162	34704	51833
1163	34726	51791
1164	34747	51748
1165	34769	51707
1166	34793	51668
1167	34815	51627
1168	34838	51587
1169	34861	51547
1170	34882	51504
1171	34908	51469
1172	34925	51420
1173	34948	51380
1174	34970	51340
1175	34995	51303
1176	35010	51251
1177	35031	51208
1178	35055	51170
1179	35077	51130
1180	35100	51090
1181	35130	51061
1182	35153	51021
1183	35175	50981
1184	35198	50941
1185	35221	50902
1186	35244	50863
1187	35267	50823
1188	35292	50786
1189	35313	50744
1190	35335	50704
1191	35364	50672
1192	35392	50640
1193	35424	50614
1194	35444	50571
1195	35467	50532
1196	35491	50494
1197	35514	50455
1198	35534	50412
1199	35557	50373
1200	35571	50321
1201	35595	50283
1202	35618	50245
1203	35647	50214
1204	35670	50175
1205	35693	50137
1206	35717	50099
1207	35740	50059
1208	35760	50017
1209	35786	49982
1210	35808	49943
1211	35832	49905
1212	35865	49880
1213	35889	49843
1214	35905	49794
1215	35928	49756
1216	35942	49705
1217	35965	49666
1218	35987	49627
1219	36008	49585
1220	36030	49545
1221	36053	49507
1222	36086	49482
1223	36110	49445
1224	36133	49406
1225	36155	49367
1226	36178	49328
1227	36201	49291
1228	36224	49252
1229	36247	49214
1230	36272	49177
1231	36304	49152
1232	36328	49115
1233	36345	49069
1234	36364	49026
1235	36387	48988
1236	36415	48956
1237	36438	48918
1238	36461	48880
1239	36483	48841
1240	36510	48807
1241	36538	48777
1242	36561	48739
1243	36583	48700
1244	36604	48658
1245	36627	48620
1246	36656	48590
1247	36684	48559
1248	36710	48526
1249	36741	48499
1250	36756	48450
1251	36784	48419
1252	36813	48389
1253	36841	48357
1254	36894	48359
1255	36927	48335
1256	36955	48304
1257	36981	48269
1258	37008	48237
1259	37031	48200
1260	37058	48167
1261	37107	48162
1262	37137	48134
1263	37166	48105
1264	37195	48074
1265	37223	48044
1266	37285	48055
1267	37308	48017
1268	37332	47981
1269	37364	47956
1270	37387	47918
1271	37411	47881
1272	37434	47844
1273	37457	47806
1274	37468	47753
1275	37491	47716
1276	37512	47676
1277	37534	47638
1278	37556	47599
1279	37589	47574
1280	37604	47527
1281	37625	47487
1282	37649	47451
1283	37673	47414
1284	37694	47374
1285	37717	47337
1286	37743	47303
1287	37765	47266
1288	37788	47228
1289	37818	47199
1290	37839	47160
1291	37862	47122
1292	37886	47086
1293	37908	47048
1294	37931	47011
1295	37986	47014
1296	38018	46987
1297	38033	46941
1298	38057	46905
1299	38082	46870
1300	38105	46833
1301	38157	46831
1302	38180	46795
1303	38215	46772
1304	38239	46737
1305	38262	46700
1306	38318	46704
1307	38342	46668
1308	38365	46630
1309	38385	46589
1310	38408	46553
1311	38437	46523
1312	38461	46487
1313	38486	46452
1314	38508	46415
1315	38529	46376
1316	38553	46340
1317	38580	46308
1318	38593	46259
1319	38616	46223
1320	38643	46191
1321	38692	46185
1322	38719	46153
1323	38740	46114
1324	38763	46076
1325	38783	46037
1326	38807	46001
1327	38834	45969
1328	38869	45946
1329	38892	45910
1330	38914	45873
1331	38935	45833
1332	38958	45797
1333	38981	45760
1334	39004	45723
1335	39027	45687
1336	39046	45646
1337	39077	45619
1338	39101	45583
1339	39124	45547
1340	39147	45512
1341	39171	45475
1342	39179	45422
1343	39203	45387
1344	39226	45351
1345	39248	45313
1346	39271	45277
1347	39300	45247
1348	39321	45209
1349	39343	45172
1350	39365	45134
1351	39387	45098
1352	39408	45059
1353	39426	45016
1354	39449	44981
1355	39470	44942
1356	39536	44956
1357	39604	44970
1358	39641	44950
1359	39666	44916
1360	39699	44892
1361	39723	44857
1362	39756	44831
1363	39780	44796
1364	39804	44761
1365	39829	44728
1366	39853	44692
1367	39875	44655
1368	39898	44619
1369	39920	44582
1370	39943	44546
1371	39975	44520
1372	39999	44486
1373	40023	44450
1374	40048	44416
1375	40065	44374
1376	40086	44336
1377	40110	44302
1378	40133	44266
1379	40167	44242
1380	40243	44265
1381	40293	44259
1382	40314	44220
1383	40335	44182
1384	40356	44144
1385	40373	44102
1386	40397	44067
1387	40420	44031
1388	40447	43999
1389	40518	44016
1390	40586	44029
1391	40661	44049
1392	40729	44062
1393	40815	44095
1394	40882	44106
1395	40943	44110
1396	41005	44116
1397	41064	44119
1398	41136	44135
1399	41199	44142
1400	41276	44163
1401	41501	44343
1402	41565	44349
1403	41652	44381
1404	41736	44410
1405	41819	44436
1406	41900	44461
1407	41980	44484
1408	42047	44494
1409	42115	44504
1410	42187	44519
1411	42264	44539
1412	42360	44578
1413	42437	44598
1414	42489	44590
1415	42552	44596
1416	42614	44599
1417	42688	44615
1418	42752	44620
1419	42824	44634
1420	42890	44640
1421	42955	44647
1422	43020	44652
1423	43079	44652
1424	43151	44665
1425	43216	44670
1426	43281	44676
1427	43344	44680
1428	43415	44691
1429	43479	44696
1430	43542	44698
1431	43607	44704
1432	43681	44717
1433	43746	44722
1434	43812	44727
1435	43873	44729
1436	43942	44737
1437	44004	44739
1438	44046	44719
1439	44108	44721
1440	44180	44731
1441	44243	44734
1442	44306	44736
1443	44368	44737
1444	44438	44745
1445	44501	44747
1446	44567	44752
1447	44629	44752
1448	44698	44759
1449	44764	44764
1450	44827	44766
1451	44892	44769
1452	44957	44771
1453	45022	44774
1454	45086	44776
1455	45151	44779
1456	45217	44783
1457	45280	44783
1458	45345	44785
1459	45425	44803
1460	45474	44789
1461	45561	44813
1462	45640	44829
1463	45696	44822
1464	45741	44805
1465	45769	44770
1466	45807	44745
1467	45831	44708
1468	45910	44723
1469	45996	44744
1470	46077	44761
1471	46154	44775
1472	46197	44755
1473	46234	44729
1474	46277	44709
1475	46297	44666
1476	46323	44629
1477	46348	44592
1478	46433	44612
1479	46510	44624
1480	46560	44611
1481	46584	44573
1482	46613	44538
1483	46647	44509
1484	46671	44471
1485	46680	44418
1486	46700	44376
1487	46724	44338
1488	46746	44297
1489	46766	44255
1490	46789	44216
1491	46811	44176
1492	46834	44136
1493	46865	44105
1494	46888	44066
1495	46910	44025
1496	46933	43986
1497	46953	43944
1498	46974	43903
1499	46998	43865
1500	47019	43823
1501	47040	43782
1502	47062	43743
1503	47094	43712
1504	47125	43680
1505	47154	43647
1506	47181	43611
1507	47195	43564
1508	47224	43531
1509	47254	43499
1510	47294	43475
1511	47322	43441
1512	47346	43403
1513	47360	43356
1514	47383	43317
1515	47406	43278
1516	47429	43239
1517	47450	43199
1518	47471	43158
1519	47489	43115
1520	47519	43083
1521	47543	43045
1522	47566	43006
1523	47590	42968
1524	47612	42929
1525	47635	42890
1526	47649	42844
1527	47672	42805
1528	47705	42775
1529	47729	42738
1530	47751	42699
1531	47776	42661
1532	47797	42621
1533	47820	42583
1534	47846	42547
1535	47867	42506
1536	47890	42469
1537	47909	42427
1538	47924	42381
1539	47947	42343
1540	47971	42305
1541	47993	42267
1542	48014	42226
1543	48036	42187
1544	48058	42148
1545	48084	42113
1546	48105	42072
1547	48136	42041
1548	48159	42003
1549	48182	41965
1550	48203	41925
1551	48226	41887
1552	48248	41848
1553	48271	41810
1554	48292	41770
1555	48315	41732
1556	48341	41697
1557	48366	41661
1558	48389	41623
1559	48412	41584
1560	48435	41547
1561	48459	41509
1562	48482	41471
1563	48504	41433
1564	48527	41395
1565	48560	41366
1566	48584	41328
1567	48606	41290
1568	48626	41250
1569	48647	41210
1570	48671	41174
1571	48694	41136
1572	48707	41089
1573	48729	41051
1574	48738	41002
1575	48766	40968
1576	48791	40932
1577	48812	40893
1578	48834	40855
1579	48857	40817
1580	48878	40778
1581	48901	40741
1582	48927	40705
1583	48951	40669
1584	48986	40641
1585	49008	40603
1586	49031	40565
1587	49055	40529
1588	49077	40491
1589	49099	40453
1590	49122	40415
1591	49137	40372
1592	49161	40334
1593	49189	40301
1594	49214	40266
1595	49224	40218
1596	49245	40179
1597	49268	40142
1598	49280	40096
1599	49303	40058
1600	49325	40021
1601	49345	39981
1602	49371	39946
1603	49389	39905
1604	49415	39871
1605	49425	39823
1606	49449	39787
1607	49470	39748
1608	49493	39711
1609	49516	39674
1610	49541	39639
1611	49564	39602
1612	49582	39561
1613	49611	39529
1614	49633	39491
1615	49657	39455
1616	49681	39419
1617	49704	39382
1618	49727	39345
1619	49739	39300
1620	49762	39263
1621	49783	39225
1622	49806	39188
1623	49835	39156
1624	49858	39120
1625	49881	39082
1626	49903	39045
1627	49927	39009
1628	49948	38971
1629	49970	38933
1630	49992	38896
1631	50016	38861
1632	50048	38831
1633	50071	38794
1634	50093	38757
1635	50118	38722
1636	50129	38676
1637	50152	38640
1638	50174	38602
1639	50187	38558
1640	50211	38523
1641	50232	38485
1642	50265	38456
1643	50286	38418
1644	50307	38380
1645	50330	38343
1646	50347	38303
1647	50370	38267
1648	50393	38230
1649	50419	38196
1650	50442	38160
1651	50470	38127
1652	50494	38092
1653	50518	38057
1654	50542	38021
1655	50565	37985
1656	50585	37947
1657	50610	37911
1658	50632	37875
1659	50656	37839
1660	50688	37810
1661	50710	37773
1662	50731	37735
1663	50754	37699
1664	50777	37663
1665	50799	37627
