iter	Logloss
440	0.5278895898
441	0.5278352847
442	0.5276179794
443	0.527606094
444	0.5274894406
445	0.5274185757
446	0.527312293
447	0.5272587294
448	0.5272015413
449	0.5271309463
450	0.5270896877
451	0.5270108185
452	0.5269362912
453	0.5268536936
454	0.5267973245
455	0.5266970183
456	0.5266588503
457	0.5265965306
458	0.5265652738
459	0.5265124977
460	0.526479777
461	0.5264406908
462	0.526408605
463	0.5263158104
464	0.5261234747
465	0.5259778238
466	0.5259632488
467	0.5258993646
468	0.5258614246
469	0.525837913
470	0.5257540947
471	0.5256310306
472	0.5255183244
473	0.5254095035
474	0.5252445069
475	0.5251844629
476	0.5251189035
477	0.5250727085
478	0.5250355155
479	0.5249136473
480	0.5248642216
481	0.5248458421
482	0.5247800256
483	0.5247584863
484	0.5246836809
485	0.5246466396
486	0.5245600892
487	0.5245301686
488	0.5244915136
489	0.5244238884
490	0.5243362649
491	0.5242979285
492	0.5241874037
493	0.5241569582
494	0.5241356547
495	0.5240474159
496	0.5238766068
497	0.5237658498
498	0.5236840437
499	0.5235798038
500	0.5234818037
501	0.5234360421
502	0.5233548368
503	0.5232828129
504	0.5232384986
505	0.5231872281
506	0.5231533772
507	0.5230502358
508	0.5229491846
509	0.5228904342
510	0.5227728131
511	0.522701927
512	0.5226394747
513	0.5226363565
514	0.5225036797
515	0.5224623447
516	0.5224450041
517	0.5223134846
518	0.5222595886
519	0.5221101674
520	0.5219643786
521	0.5219512281
522	0.5218747181
523	0.5217623402
524	0.5217385225
525	0.5216842203
526	0.5213967226
527	0.5213759129
528	0.5212688623
529	0.5212598054
530	0.5212085308
531	0.5210914145
532	0.5209714087
533	0.5209120099
534	0.5208362275
535	0.5208358343
536	0.520795386
537	0.520713095
538	0.5206195457
539	0.5205835484
540	0.5205405712
541	0.520504039
542	0.5204606549
543	0.5204278641
544	0.5203496356
545	0.5203074048
546	0.5201911609
547	0.5201552468
548	0.520061416
549	0.519983875
550	0.5198404834
551	0.5197935626
552	0.5197606266
553	0.5197120842
554	0.5196528658
555	0.5195740244
556	0.5194569167
557	0.5194336566
558	0.5193597849
559	0.5192893485
560	0.5192076611
561	0.5191932067
562	0.5191931539
563	0.5191651482
564	0.5191028538
565	0.519048141
566	0.5190109747
567	0.5189314199
568	0.5188773051
569	0.5188602357
570	0.5188139867
571	0.5187829356
572	0.5186418643
573	0.5185751274
574	0.5184985322
575	0.5183749477
576	0.518258679
577	0.5182107747
578	0.5182070055
579	0.5181600547
580	0.518091331
581	0.5180611852
582	0.5180242937
583	0.5179749381
584	0.5178740182
585	0.5178374742
586	0.5178294548
587	0.5178055989
588	0.5177751307
589	0.5177621802
590	0.5177157358
591	0.5176578923
592	0.5176361528
593	0.5175719014
594	0.5175313361
595	0.5175129556
596	0.5174932877
597	0.5174536337
598	0.5173206401
599	0.517281045
600	0.5172437618
601	0.5171680971
602	0.5170890872
603	0.5170597296
604	0.5170303127
605	0.5169956986
606	0.5168939068
607	0.5167748527
608	0.516648004
609	0.5166170716
610	0.5165651384
611	0.5164228472
612	0.5163625323
613	0.5163326398
614	0.5162522889
615	0.5162234353
616	0.5161712508
617	0.5160957566
618	0.5160417438
619	0.5159498108
620	0.5158799351
621	0.5158026337
622	0.5157348288
623	0.5157111685
624	0.5156806177
625	0.5156167527
626	0.5155262823
627	0.5154336018
628	0.5153448979
629	0.5151836898
630	0.5151258325
631	0.5151166702
632	0.5150989942
633	0.5150086154
634	0.5149825162
635	0.5149545482
636	0.5148814059
637	0.5147370277
638	0.5146891648
639	0.5146706048
640	0.5146562527
641	0.5144859189
642	0.514446221
643	0.5143987118
644	0.5142779285
645	0.5142237243
646	0.5141932399
647	0.5141450069
648	0.5140903104
649	0.5140312158
650	0.5139429791
651	0.51386588
652	0.513655035
653	0.5136170607
654	0.5135739299
655	0.5135675403
656	0.5135373877
657	0.513502348
658	0.5134126715
659	0.513384601
660	0.5133148703
661	0.5132832111
662	0.5131686528
663	0.5131350657
664	0.5131347381
665	0.5130530864
666	0.5130001873
667	0.5129437608
668	0.5128039344
669	0.5127473457
670	0.5126852596
671	0.5126398569
672	0.51259107
673	0.5124825569
674	0.5124409675
675	0.5124115397
676	0.5124006152
677	0.5123831365
678	0.5123534703
679	0.5123272415
680	0.5122135018
681	0.5121324142
682	0.5120309089
683	0.5120159194
684	0.5119403542
685	0.5119247172
686	0.5118270607
687	0.511673245
688	0.5116340752
689	0.5115690093
690	0.5115428493
691	0.5114263469
692	0.5113388766
693	0.5112859984
694	0.5111944239
695	0.5111488962
696	0.5111410391
697	0.5110642632
698	0.5110632275
699	0.5110470891
700	0.5109441104
701	0.5109201491
702	0.51088935
703	0.5108736955
704	0.5108458002
705	0.5108405192
706	0.510685214
707	0.5106752668
708	0.5106666072
709	0.5105705908
710	0.5105396909
711	0.5105040308
712	0.5104609111
713	0.510410302
714	0.5102930248
715	0.5102655798
716	0.5101793944
717	0.5101545066
718	0.5101143119
719	0.5100960866
720	0.5099862077
721	0.5098914545
722	0.5098472573
723	0.5097227247
724	0.5095312479
725	0.5095095109
726	0.5094430047
727	0.5094228666
728	0.5093534029
729	0.5092806015
730	0.5092704922
731	0.5092096778
732	0.5092045701
733	0.509194078
734	0.5091713479
735	0.5091196474
736	0.5089844586
737	0.5089220618
738	0.5088093864
739	0.5087551263
740	0.5087288667
741	0.5086719645
742	0.508620929
743	0.5085704992
744	0.5085401121
745	0.5084770451
746	0.5084335885
747	0.5083573754
748	0.50831616
749	0.5082631114
750	0.5082515548
751	0.5081558499
752	0.5081211463
753	0.508086905
754	0.5080470887
755	0.5080155238
756	0.5079119294
757	0.5078219004
758	0.507803114
759	0.5077189577
760	0.5076672822
761	0.5075999237
762	0.5075193595
763	0.5074950849
764	0.5073638798
765	0.5073124791
766	0.5072428006
767	0.5071734436
768	0.5070820222
769	0.5069710535
770	0.5069365386
771	0.5069331142
772	0.5067017717
773	0.5066342876
774	0.5065800667
775	0.5065503636
776	0.5064827769
777	0.5062288209
778	0.5061448584
779	0.5060821715
780	0.5060569416
781	0.5058839901
782	0.5057042801
783	0.5055836781
784	0.5055122983
785	0.5054867799
786	0.5054803983
787	0.505409628
788	0.5053759459
789	0.5052880012
790	0.5052072318
791	0.5051639347
792	0.505117
793	0.5049650146
794	0.5049304862
795	0.5049045486
796	0.5048126392
797	0.5047519518
798	0.5046745431
799	0.5046369875
800	0.5045068249
801	0.5044964216
802	0.5044458639
803	0.5044066948
804	0.5043390016
805	0.5042981175
806	0.5042804809
807	0.504253942
808	0.5041527911
809	0.5040714632
810	0.5040350378
811	0.5039990434
812	0.5039496778
813	0.5039161928
814	0.5038443655
815	0.5037703228
816	0.5036827096
817	0.5036277785
818	0.5036126325
819	0.5035598277
820	0.5035336413
821	0.5034151565
822	0.5033510374
823	0.5032636504
824	0.5032365603
825	0.5032338895
826	0.503191759
827	0.5031337344
828	0.5030808859
829	0.5030629906
830	0.5030273666
831	0.503023126
832	0.5030095054
833	0.5029861516
834	0.5028532328
835	0.5027330539
836	0.5026748135
837	0.5026568377
838	0.502607819
839	0.5026007279
840	0.5025150073
841	0.5024638813
842	0.5023941941
843	0.5023808975
844	0.5023398131
845	0.5022051317
846	0.502133662
847	0.502045406
848	0.5020248438
849	0.5019707373
850	0.5019664551
851	0.5019538181
852	0.5019208848
853	0.5019122296
854	0.5018769047
855	0.501875075
856	0.5017722226
857	0.5017696128
858	0.5017140691
859	0.5016164226
860	0.5015734871
861	0.5015064211
862	0.5014891981
863	0.5014504325
864	0.5014086519
865	0.50136349
866	0.5013297438
867	0.5012178342
868	0.5011750007
869	0.5011379444
870	0.5010919988
871	0.5010669674
872	0.501049235
873	0.5009197302
874	0.5009044347
875	0.5008318036
876	0.5007197802
877	0.5007158502
878	0.5006962373
879	0.5006917546
880	0.5006894716
881	0.5006801886
882	0.5006169827
883	0.5005954482
884	0.5005929841
885	0.5005444756
886	0.5004655685
887	0.5003914778
888	0.5003159795
889	0.500298589
890	0.5002645998
891	0.5002246597
892	0.5001791418
893	0.5000987984
894	0.4999761187
895	0.4999674822
896	0.499834072
897	0.4997714389
898	0.4997566602
899	0.4996956849
900	0.4996564867
901	0.4996205324
902	0.4996062079
903	0.4996009961
904	0.4995972897
905	0.4995833291
906	0.4995422296
907	0.4995304376
908	0.4993553149
909	0.4993429339
910	0.4993075836
911	0.4992600024
912	0.4992482679
913	0.4991989378
914	0.4991922811
915	0.4990739984
916	0.499056129
917	0.499055111
918	0.4990227136
919	0.4990059486
920	0.4989848277
921	0.4989219864
922	0.4987505674
923	0.4987106347
924	0.4986241706
925	0.498534215
926	0.4984783195
927	0.4984428092
928	0.4984315907
929	0.4984031636
930	0.4983867111
931	0.4983631144
932	0.4982845574
933	0.498238017
934	0.4981782181
935	0.4981280949
936	0.4980797632
937	0.4980470456
938	0.4980127492
939	0.4979441422
940	0.4979253603
941	0.4979149319
942	0.4979135986
943	0.4978618713
944	0.4978198887
945	0.4977960585
946	0.4977768636
947	0.4977348256
948	0.4977147911
949	0.49761986
950	0.4976060991
951	0.4975965617
952	0.4975192078
953	0.497464381
954	0.4973970923
955	0.4973637889
956	0.497363208
957	0.4973195693
958	0.4972232507
959	0.4971187157
960	0.4970678996
961	0.4969913807
962	0.4969904345
963	0.4969346665
964	0.4969316654
965	0.4968132351
966	0.4967642397
967	0.4967419353
968	0.4967140564
969	0.4965936927
970	0.4965326013
971	0.496471267
972	0.4964637639
973	0.496412764
974	0.4963225996
975	0.49628646
976	0.4962858571
977	0.4962116253
978	0.4961311584
979	0.496098003
980	0.4960700106
981	0.4960275774
982	0.4960147801
983	0.4959548311
984	0.4959547204
985	0.4958808271
986	0.4958765573
987	0.4957774575
988	0.4955643189
989	0.4955136099
990	0.4954635412
991	0.4954620024
992	0.4953468671
993	0.4952775433
994	0.4952765586
995	0.4952253916
996	0.4951954111
997	0.4951344394
998	0.4950574617
999	0.495015081
1000	0.4949717673
1001	0.4949225175
1002	0.4948332527
1003	0.4948290543
1004	0.4947786918
1005	0.4947351979
1006	0.4946872637
1007	0.4946539786
1008	0.4946180687
1009	0.4945035438
1010	0.4944789026
1011	0.4944573385
1012	0.4943878503
1013	0.4943788274
1014	0.4943605728
1015	0.4942873693
1016	0.4942154306
1017	0.4941640381
1018	0.4941039716
1019	0.4940662813
1020	0.4940487093
1021	0.4940420428
1022	0.4939836434
1023	0.4939770111
1024	0.4938800274
1025	0.4938216769
1026	0.4937607471
1027	0.4936527542
1028	0.4936244698
1029	0.4936126431
1030	0.4935699058
1031	0.4934845989
1032	0.4934447075
1033	0.4934035478
1034	0.4933505881
1035	0.493301807
1036	0.4932901188
1037	0.4932169484
1038	0.4931699909
1039	0.4931302865
1040	0.4931285258
1041	0.4930191429
1042	0.4929392939
1043	0.4928770141
1044	0.4927805844
1045	0.4927278155
1046	0.4925860013
1047	0.4925701023
1048	0.4923674097
1049	0.4923481314
1050	0.4923065188
1051	0.4923040843
1052	0.4922690314
1053	0.4922462708
1054	0.4922041768
1055	0.4921734003
1056	0.4920891797
1057	0.4920744822
1058	0.4920613729
1059	0.4919715158
1060	0.4918718164
1061	0.4918446694
1062	0.4918446401
1063	0.4917927413
1064	0.4917402572
1065	0.4916727488
1066	0.4916495608
1067	0.4916439244
1068	0.4916094115
1069	0.4915548136
1070	0.4914456828
1071	0.491371294
1072	0.491366135
1073	0.4913657301
1074	0.4913384043
1075	0.491240332
1076	0.4911664658
1077	0.4910929561
1078	0.4910093004
1079	0.4909468648
1080	0.490904374
1081	0.490897882
1082	0.4907578266
1083	0.4907236996
1084	0.4906062826
1085	0.4905837695
1086	0.4905000653
1087	0.4904280021
1088	0.4903444487
1089	0.4903281516
1090	0.490308954
1091	0.4902869418
1092	0.4902534194
1093	0.4902459025
1094	0.4902131114
1095	0.4901849597
1096	0.4900815667
1097	0.4900275623
1098	0.4900224565
1099	0.4900223371
1100	0.4898454716
1101	0.4897458587
1102	0.489733152
1103	0.4896631435
1104	0.4895913422
1105	0.4895880918
1106	0.4895439283
1107	0.4895354337
1108	0.4895155175
1109	0.4893997045
1110	0.4893435785
1111	0.4893404112
1112	0.4893374589
1113	0.4892477886
1114	0.4892407664
1115	0.4891863542
1116	0.4891632934
1117	0.4891628363
1118	0.4891473336
1119	0.4888691688
1120	0.4888474521
1121	0.4887388594
1122	0.4887382202
1123	0.4886964081
1124	0.4886655723
1125	0.4886402584
1126	0.4886136234
1127	0.4885629168
1128	0.4884867924
1129	0.4884622623
1130	0.488461825
1131	0.4884610915
1132	0.4883729672
1133	0.4883528816
1134	0.4883395848
1135	0.4882872784
1136	0.4882523121
1137	0.4881549885
1138	0.488076257
1139	0.4879559001
1140	0.4879553938
1141	0.4878728442
1142	0.4878571413
1143	0.4878014573
1144	0.4877511727
1145	0.487650744
1146	0.4875453164
1147	0.4875448985
1148	0.4874164232
1149	0.4873112722
1150	0.4872299923
1151	0.4871945109
1152	0.4871625733
1153	0.4871617155
1154	0.4871520829
1155	0.4871328815
1156	0.4871203089
1157	0.4870573644
1158	0.4870571082
1159	0.4870543467
1160	0.4870225469
1161	0.4869462925
1162	0.4868976529
1163	0.4868921214
1164	0.4868047426
1165	0.4867335998
1166	0.4867160719
1167	0.4866920951
1168	0.4866403742
1169	0.4864871524
1170	0.4864357742
1171	0.4863660417
1172	0.48636528
1173	0.4862988261
1174	0.4861837616
1175	0.4861766553
1176	0.4861765092
1177	0.4860889949
1178	0.4860766172
1179	0.4860515543
1180	0.4859123955
1181	0.4858755058
1182	0.4858478899
1183	0.4858041953
1184	0.4856656155
1185	0.4855584049
1186	0.4855244632
1187	0.4854611717
1188	0.4854115936
1189	0.4853591734
1190	0.4853560995
1191	0.4852941985
1192	0.4852801115
1193	0.4852233996
1194	0.4850840763
1195	0.4850395594
1196	0.4849380856
1197	0.4848887064
1198	0.4848863749
1199	0.4848271897
1200	0.4848270376
1201	0.4848196239
1202	0.4847662361
1203	0.484623271
1204	0.4845729911
1205	0.4845587756
1206	0.4844789271
1207	0.484477371
1208	0.4844650247
1209	0.4844233044
1210	0.4844155646
1211	0.4843657273
1212	0.4843073862
1213	0.48429996
1214	0.4842996116
1215	0.4842623275
1216	0.4842617224
1217	0.484197184
1218	0.4841933907
1219	0.4841919397
1220	0.4841811742
1221	0.4840622902
1222	0.4840097961
1223	0.4839440196
1224	0.4838501456
1225	0.4837878095
1226	0.4837463413
1227	0.4835660043
1228	0.4834798554
1229	0.4833700753
1230	0.4832541602
1231	0.4832517069
1232	0.483228471
1233	0.4832277136
1234	0.4832198964
1235	0.483182293
1236	0.4831540741
1237	0.483010818
1238	0.4828851919
1239	0.4828639752
1240	0.4827763802
1241	0.4825809267
1242	0.4825089254
1243	0.4824883966
1244	0.4824736075
1245	0.482469351
1246	0.4824219909
1247	0.4822512626
1248	0.4821854102
1249	0.4821166812
1250	0.4821166326
1251	0.4820721475
1252	0.4819608079
1253	0.4819381237
1254	0.4819039208
1255	0.4817935407
1256	0.4816862124
1257	0.481661562
1258	0.4815602858
1259	0.4815521634
1260	0.4815287367
1261	0.4814238484
1262	0.4814234735
1263	0.4812954395
1264	0.4812350952
1265	0.4811034638
1266	0.480984352
1267	0.4809280257
1268	0.4808909704
1269	0.4808540847
1270	0.4808483814
1271	0.4807465517
1272	0.4806620414
1273	0.4806319927
1274	0.4806317584
1275	0.4805593548
1276	0.4805075358
1277	0.480462125
1278	0.4803384982
1279	0.4803229832
1280	0.4803213214
1281	0.4802954439
1282	0.4802445193
1283	0.4802199373
1284	0.4802070255
1285	0.4801521723
1286	0.4801211216
1287	0.4800698899
1288	0.4800509812
1289	0.4800363816
1290	0.4799637696
1291	0.4799449986
1292	0.4798548879
1293	0.4798433712
1294	0.4798406654
1295	0.4797651499
1296	0.4796235074
1297	0.4796232043
1298	0.4795088529
1299	0.4794752317
1300	0.479404827
1301	0.4794015009
1302	0.4793742308
1303	0.4793260789
1304	0.4792759708
1305	0.4792310372
1306	0.4792216632
1307	0.4791446328
1308	0.4790659495
1309	0.4790640125
1310	0.4789973492
1311	0.478981224
1312	0.4789142233
1313	0.4789128659
1314	0.4787883643
1315	0.4786970379
1316	0.4786827334
1317	0.4786570005
1318	0.4786552159
1319	0.4785464897
1320	0.4785068932
1321	0.4784935543
1322	0.478424516
1323	0.4783414133
1324	0.4783136031
1325	0.4782699597
1326	0.4782578857
1327	0.4782163545
1328	0.4781998274
1329	0.4781737164
1330	0.4781733296
1331	0.4781575309
1332	0.4781549886
1333	0.4781109723
1334	0.4780373335
1335	0.4780044788
1336	0.4780033484
1337	0.478000108
1338	0.477983841
1339	0.4779133496
1340	0.4778673044
1341	0.4778255942
1342	0.4778255698
1343	0.4778242302
1344	0.4777484591
1345	0.4776960565
1346	0.4776032487
1347	0.4773872157
1348	0.4773526755
1349	0.4772655467
1350	0.4772206776
1351	0.4772060806
1352	0.4771939867
1353	0.477193633
1354	0.4771697143
1355	0.4771591618
1356	0.4771237096
1357	0.4769807294
1358	0.4769655579
1359	0.4769373567
1360	0.4768916057
1361	0.4768444571
1362	0.4768134566
1363	0.4768092619
1364	0.4767336822
1365	0.4766250841
1366	0.4766233426
1367	0.4766136754
1368	0.4765983103
1369	0.4764827532
1370	0.476468995
1371	0.4763415999
1372	0.4762733455
1373	0.4762010114
1374	0.4759137924
1375	0.4759134568
1376	0.4759075232
1377	0.4758197481
1378	0.4757227245
1379	0.4756957716
1380	0.4756792655
1381	0.4755614845
1382	0.475497644
1383	0.4754583505
1384	0.4754566287
1385	0.4754555021
1386	0.4754001923
1387	0.4753476512
1388	0.4752983901
1389	0.4752230902
1390	0.4752164811
1391	0.475200642
1392	0.4751699853
1393	0.4751697878
1394	0.475102539
1395	0.475075853
1396	0.4750296382
1397	0.4750102843
1398	0.4749346471
1399	0.4748999356
1400	0.4748850558
1401	0.4747994898
1402	0.4747486269
1403	0.4747307234
1404	0.4747039946
1405	0.4746933507
1406	0.4746803517
1407	0.4746415135
1408	0.474610842
1409	0.4745128818
1410	0.4744261211
1411	0.4743656835
1412	0.4742194066
1413	0.4740907886
1414	0.4740906675
1415	0.4740844936
1416	0.4740809628
1417	0.4740566335
1418	0.4740179576
1419	0.474017452
1420	0.4739530856
1421	0.4739409632
1422	0.4739100778
1423	0.4738446623
1424	0.4738080917
1425	0.4737928974
1426	0.4737709059
1427	0.4737317525
1428	0.4736701697
1429	0.4736616724
1430	0.4735719898
1431	0.4734730699
1432	0.4733756343
1433	0.4733166008
1434	0.4732970621
1435	0.4732877093
1436	0.4732466562
1437	0.4732447423
1438	0.4732443445
1439	0.4732288705
1440	0.4732197593
1441	0.4732134577
1442	0.4731781119
1443	0.4731641645
1444	0.4731280707
1445	0.473122806
1446	0.4730294246
1447	0.4730149903
1448	0.4730087472
1449	0.4729841562
1450	0.4729369703
1451	0.472894808
1452	0.4728286089
1453	0.4726459132
1454	0.4725184956
1455	0.4724880688
1456	0.4724205241
1457	0.4724041421
1458	0.4723172034
1459	0.4723070461
1460	0.4722840808
1461	0.4722784286
1462	0.4722040166
1463	0.4720915036
1464	0.4720184154
1465	0.4720182506
1466	0.4719661123
1467	0.4718643294
1468	0.4717443211
1469	0.4716468296
1470	0.4716289811
1471	0.4715633251
1472	0.4714813695
1473	0.4714804704
1474	0.4713126023
1475	0.4713125655
1476	0.4712670873
1477	0.4711914273
1478	0.4711820971
1479	0.4711323207
1480	0.4711309507
1481	0.4710378608
1482	0.4710019727
1483	0.47090421
1484	0.4707680394
1485	0.4707680159
1486	0.4706954326
1487	0.47067845
1488	0.4706296277
1489	0.4706285201
1490	0.4705711189
1491	0.4705688269
1492	0.4705560121
1493	0.4705149415
1494	0.4704605672
1495	0.4703076297
1496	0.470134549
1497	0.4701336128
1498	0.4700918177
1499	0.4700627389
1500	0.470055969
1501	0.4699961076
1502	0.4699782723
1503	0.4699750202
1504	0.4698494832
1505	0.4697348426
1506	0.4696351951
1507	0.4696351238
1508	0.4696332733
1509	0.4696307925
1510	0.4696016031
1511	0.4696002372
