fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,poi_1,poi_2,poi_3,size,price_monthly,room_count,total_call,gender
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3281.0,12540.0,4960.0,9.0,600000.0,17.0,5,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3299.0,8416.0,5508.0,12.0,1000000.0,7.0,30,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1489.0,8566.0,3146.0,12.0,1600000.0,34.0,34,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5339.0,15289.0,5841.0,9.0,1200000.0,5.0,29,0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4495.0,5739.0,5099.0,12.0,700000.0,8.0,51,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5488.0,15089.0,6518.0,9.0,350000.0,5.0,12,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1093.0,10573.0,1293.0,22.5,1500000.0,1.0,8,0
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4493.0,13968.0,3157.0,12.0,900000.0,17.0,47,-1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9037.0,1107.0,9740.0,12.0,1250000.0,9.0,23,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6826.0,15092.0,4751.0,16.0,450000.0,4.0,4,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2878.0,8874.0,2061.0,12.0,2000000.0,28.0,91,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1582.0,8520.0,2811.0,9.0,1150000.0,12.0,14,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2604.0,10928.0,4814.0,10.5,1400000.0,11.0,68,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8006.0,8623.0,6657.0,14.0,500000.0,2.0,7,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6017.0,14743.0,4110.0,20.0,600000.0,5.0,133,0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4083.0,7344.0,3718.0,9.0,400000.0,3.0,20,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3972.0,9188.0,2538.0,12.0,2250000.0,55.0,64,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6087.0,14712.0,7719.0,6.25,500000.0,4.0,9,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3537.0,12305.0,5438.0,9.0,750000.0,7.0,189,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1828.0,8613.0,3895.0,12.0,750000.0,3.0,25,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6091.0,14424.0,4011.0,12.0,600000.0,4.0,60,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3767.0,9604.0,2131.0,15.0,1100000.0,7.0,52,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3728.0,13521.0,4783.0,12.0,400000.0,11.0,99,-1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9600.0,494.0,10433.0,12.0,1100000.0,9.0,38,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2196.0,9955.0,875.0,9.0,1100000.0,3.0,7,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3707.0,10872.0,1473.0,9.0,600000.0,25.0,9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12534.0,20846.0,13922.0,9.0,292000.0,8.0,5,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3881.0,7084.0,5789.0,26.25,2600000.0,1.0,18,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3588.0,7861.0,3133.0,9.0,550000.0,10.0,4,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8179.0,17608.0,9135.0,12.0,459000.0,5.0,2,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1446.0,10211.0,3750.0,12.0,1400000.0,10.0,54,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9248.0,800.0,10037.0,12.0,700000.0,28.0,8,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4694.0,10274.0,7030.0,9.0,750000.0,2.0,2,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1093.0,10573.0,1293.0,11.0,650000.0,5.0,146,1
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9620.0,602.0,10499.0,15.0,590000.0,29.0,3,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8873.0,1199.0,9628.0,12.0,500000.0,5.0,3,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4277.0,7639.0,3643.0,12.0,700000.0,20.0,15,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10303.0,334.0,11121.0,12.96,850000.0,40.0,19,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3163.0,7726.0,5168.0,12.0,650000.0,2.0,58,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1639.0,8451.0,3377.0,16.0,2000000.0,3.0,48,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2707.0,11175.0,418.0,6.0,340000.0,3.0,25,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3009.0,7046.0,4114.0,12.0,650000.0,3.0,36,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7065.0,17070.0,6574.0,9.0,500000.0,9.0,40,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,889.0,10724.0,2874.0,16.0,417000.0,1.0,2,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4136.0,13796.0,3068.0,9.0,475000.0,5.0,9,-1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3042.0,7549.0,3279.0,12.0,550000.0,2.0,22,-1
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1908.0,9443.0,1407.0,14.0,800000.0,3.0,31,-1
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3317.0,7690.0,3175.0,12.0,800000.0,2.0,54,-1
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1611.0,8610.0,3562.0,9.0,900000.0,7.0,5,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3375.0,8560.0,2528.0,9.0,1200000.0,21.0,20,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1705.0,8833.0,2158.0,15.0,1650000.0,5.0,9,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9922.0,397.0,10782.0,12.0,600000.0,28.0,10,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3886.0,8642.0,2789.0,9.0,450000.0,10.0,22,-1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6374.0,15397.0,7768.0,12.0,900000.0,5.0,5,-1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3792.0,12011.0,1528.0,9.0,650000.0,5.0,81,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4208.0,9916.0,2382.0,12.0,450000.0,8.0,15,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3139.0,8421.0,2527.0,30.0,1500000.0,5.0,100,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5206.0,4845.0,6225.0,9.0,500000.0,5.0,51,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7895.0,6509.0,9875.0,18.0,350000.0,3.0,54,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4431.0,8580.0,3237.0,9.0,650000.0,12.0,251,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1727.0,10767.0,656.0,16.0,1500000.0,6.0,5,-1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3130.0,7416.0,3413.0,9.0,2000000.0,13.0,12,1
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6305.0,8196.0,5077.0,17.25,1600000.0,4.0,7,-1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5096.0,14703.0,3910.0,20.0,350000.0,5.0,83,-1
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3683.0,8541.0,2718.0,16.0,1400000.0,14.0,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7684.0,17520.0,8210.0,12.0,300000.0,16.0,120,1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4052.0,8685.0,2885.0,9.0,850000.0,15.0,154,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1488.0,9117.0,3711.0,15.0,700000.0,9.0,21,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2964.0,12948.0,3787.0,12.0,650000.0,5.0,626,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5357.0,15063.0,6281.0,12.0,1600000.0,3.0,117,0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3309.0,8387.0,5512.0,16.0,1000000.0,7.0,40,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2675.0,7470.0,4269.0,7.84,775000.0,6.0,26,1
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8471.0,18483.0,7959.0,9.0,350000.0,10.0,29,-1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4570.0,10636.0,2473.0,7.5,400000.0,8.0,21,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1321.0,9554.0,3640.0,9.0,450000.0,7.0,31,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6161.0,12951.0,3823.0,10.5,500000.0,17.0,49,1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,24112.0,31711.0,25521.0,10.5,300000.0,12.0,13,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10168.0,331.0,11008.0,13.5,700000.0,10.0,4,-1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9488.0,18485.0,10671.0,9.0,1200000.0,10.0,1,0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2775.0,8923.0,1984.0,12.0,1700000.0,16.0,7,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3934.0,13769.0,4882.0,9.0,500000.0,8.0,49,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3893.0,6736.0,5654.0,9.0,750000.0,6.0,55,-1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7802.0,13242.0,5499.0,12.0,400000.0,13.0,78,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1485.0,8563.0,3066.0,9.0,700000.0,9.0,47,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2915.0,11971.0,4795.0,9.0,550000.0,16.0,70,-1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2463.0,7678.0,4095.0,22.5,600000.0,1.0,7,-1
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9067.0,1594.0,9586.0,12.0,850000.0,12.0,8,-1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1919.0,10696.0,421.0,9.0,350000.0,27.0,90,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9845.0,1865.0,10221.0,16.0,1500000.0,10.0,3,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1887.0,11849.0,2078.0,12.0,600000.0,5.0,126,-1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5280.0,15327.0,5338.0,12.0,400000.0,7.0,93,-1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5790.0,13205.0,3479.0,12.0,400000.0,8.0,35,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988.0,6270.0,5486.0,8.25,435000.0,5.0,31,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5862.0,9244.0,4281.0,15.75,2500000.0,2.0,6,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6920.0,10584.0,4996.0,14.4,550000.0,2.0,39,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2281.0,8317.0,2552.0,12.0,1100000.0,15.0,2,-1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3918.0,10508.0,1831.0,12.0,600000.0,6.0,128,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,919.0,9129.0,2716.0,7.5,2500000.0,1.0,2,-1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2326.0,9166.0,1665.0,15.0,2000000.0,14.0,17,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.0,8540.0,2454.0,9.0,400000.0,8.0,36,-1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1371.0,9116.0,2011.0,9.0,500000.0,14.0,54,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4197.0,7667.0,3578.0,9.0,460000.0,11.0,3,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8127.0,17720.0,8933.0,16.0,425000.0,4.0,28,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3128.0,7875.0,5182.0,7.5,250000.0,1.0,33,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8598.0,1474.0,9473.0,12.0,700000.0,2.0,1,-1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5226.0,14173.0,6789.0,12.0,550000.0,6.0,38,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10792.0,833.0,11477.0,9.0,550000.0,20.0,4,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8894.0,1177.0,9649.0,15.0,1000000.0,17.0,15,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,10365.0,444.0,11072.0,9.0,750000.0,16.0,3,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1707.0,8609.0,3719.0,12.0,1000000.0,35.0,2,1
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,749.0,9676.0,1883.0,12.0,1700000.0,7.0,31,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7126.0,14886.0,4920.0,8.25,300000.0,3.0,133,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1080.0,9217.0,3248.0,9.0,300000.0,15.0,37,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3624.0,13611.0,3357.0,8.1,500000.0,10.0,177,1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2388.0,9645.0,4724.0,9.0,500000.0,15.0,63,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,840.0,10737.0,2775.0,12.0,950000.0,10.0,2,-1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4491.0,6246.0,4641.0,12.25,3500000.0,6.0,8,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1935.0,8123.0,3230.0,9.0,500000.0,5.0,39,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6202.0,15999.0,5261.0,12.0,500000.0,5.0,11,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5238.0,7286.0,4503.0,9.0,500000.0,14.0,7,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,786.0,10399.0,2998.0,12.0,900000.0,15.0,55,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3095.0,8347.0,2571.0,9.0,550000.0,8.0,50,1
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4963.0,14680.0,3938.0,9.0,600000.0,13.0,20,-1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2105.0,7980.0,3706.0,16.0,450000.0,5.0,29,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4017.0,13256.0,2429.0,12.0,417000.0,3.0,1,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1965.0,8993.0,4209.0,17.5,1950000.0,4.0,24,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2989.0,7720.0,4952.0,12.0,500000.0,8.0,80,1
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1873.0,11916.0,2774.0,8.41,2000000.0,3.0,10,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5131.0,14012.0,3280.0,9.0,325000.0,11.0,44,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2063.0,9207.0,1626.0,12.0,600000.0,4.0,29,0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1579.0,8832.0,3689.0,16.0,1500000.0,4.0,9,-1
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2181.0,12070.0,2001.0,9.0,600000.0,4.0,33,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3821.0,8979.0,2539.0,9.0,850000.0,20.0,18,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3728.0,13521.0,4783.0,9.0,300000.0,11.0,23,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5347.0,15395.0,5364.0,8.0,450000.0,4.0,75,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2154.0,8191.0,2771.0,9.0,450000.0,16.0,311,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,972.0,10750.0,2974.0,9.0,350000.0,2.0,10,1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2318.0,9271.0,1562.0,9.0,355000.0,3.0,76,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3864.0,7533.0,3487.0,8.25,750000.0,14.0,118,-1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5200.0,8910.0,3762.0,10.5,1000000.0,11.0,25,-1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3521.0,8851.0,2410.0,12.0,600000.0,25.0,59,1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4161.0,7740.0,3513.0,24.0,700000.0,4.0,47,-1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5467.0,15382.0,4791.0,20.0,800000.0,5.0,16,-1
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2108.0,11053.0,450.0,18.0,1750000.0,12.0,21,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6628.0,15703.0,4948.0,20.0,750000.0,5.0,56,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1943.0,8659.0,2259.0,12.0,400000.0,10.0,36,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4137.0,13958.0,3351.0,9.0,700000.0,10.0,9,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1712.0,10075.0,867.0,17.5,2000000.0,33.0,52,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1483.0,8590.0,3222.0,22.75,3000000.0,24.0,26,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2565.0,12030.0,1404.0,16.0,1400000.0,11.0,46,-1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1277.0,8901.0,2437.0,9.28,500000.0,17.0,13,-1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3306.0,13005.0,2386.0,9.0,450000.0,13.0,12,-1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3341.0,9069.0,2146.0,9.0,550000.0,40.0,10,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4037.0,7725.0,3449.0,9.0,1550000.0,16.0,16,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3918.0,10508.0,1831.0,9.0,800000.0,8.0,7,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6524.0,15560.0,4815.0,12.0,350000.0,15.0,43,-1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7997.0,16713.0,6144.0,9.0,600000.0,5.0,6,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3345.0,11815.0,1137.0,18.0,750000.0,2.0,39,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4294.0,13645.0,2821.0,8.96,800000.0,4.0,22,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6479.0,15957.0,5130.0,9.0,700000.0,10.0,62,-1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4051.0,13593.0,2817.0,9.0,500000.0,17.0,52,-1
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3842.0,6403.0,4452.0,14.0,650000.0,16.0,89,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5242.0,14423.0,3614.0,9.0,500000.0,8.0,246,-1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3810.0,12609.0,5650.0,9.0,500000.0,2.0,9,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8598.0,17898.0,9631.0,9.0,2000000.0,6.0,2,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6222.0,15742.0,7255.0,9.0,400000.0,4.0,29,-1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3311.0,13107.0,2578.0,12.25,500000.0,4.0,34,-1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,519.0,10398.0,1894.0,9.0,500000.0,4.0,62,0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9965.0,19962.0,9362.0,7.5,375000.0,12.0,42,-1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9173.0,17738.0,10601.0,15.0,600000.0,5.0,74,0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2902.0,12285.0,1548.0,9.0,1700000.0,16.0,4,-1
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4521.0,9177.0,6831.0,12.0,600000.0,26.0,9,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4440.0,13814.0,2990.0,9.0,500000.0,10.0,22,-1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3857.0,7801.0,3303.0,9.0,800000.0,21.0,12,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1349.0,8834.0,3335.0,15.0,2250000.0,5.0,5,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3453.0,9775.0,5790.0,9.0,450000.0,10.0,8,1
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4208.0,7779.0,3518.0,12.0,750000.0,10.0,25,-1
