id,fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,poi_1,poi_2,poi_3,size,price_monthly,room_count,total_call,gender
29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1984.0,10632.0,358.0,12.0,1500000.0,12.0,25,campur
30,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3717.0,8869.0,2531.0,25.0,1300000.0,20.0,35,putri
31,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,2908.0,9013.0,1958.0,21.0,1700000.0,30.0,231,campur
32,1.0,,1.0,1.0,1.0,1.0,0.0,,2170.0,8685.0,2162.0,14.0,1800000.0,13.0,4,putri
33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4176.0,7335.0,3772.0,12.0,1000000.0,5.0,12,putri
34,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1705.0,8693.0,2347.0,20.0,1900000.0,6.0,1,putri
35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3487.0,8705.0,2488.0,12.0,1750000.0,12.0,22,putri
36,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1790.0,8696.0,2288.0,12.0,1100000.0,32.0,9,putri
37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3823.0,10365.0,1794.0,12.0,750000.0,46.0,22,putri
38,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3796.0,10104.0,1890.0,12.0,1000000.0,12.0,76,putri
39,0.0,1.0,0.0,1.0,1.0,,0.0,0.0,3485.0,9306.0,2085.0,12.0,700000.0,5.0,34,putri
40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3464.0,8882.0,2354.0,16.0,1400000.0,,49,putra
41,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2199.0,7959.0,3918.0,9.0,900000.0,17.0,17,putri
42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2180.0,7952.0,3861.0,12.0,1300000.0,5.0,9,putri
43,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,4539.0,13800.0,2973.0,12.0,600000.0,50.0,392,putri
44,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2238.0,9330.0,1498.0,25.0,1200000.0,11.0,4,putri
45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2642.0,10408.0,634.0,9.0,750000.0,23.0,12,putri
46,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2642.0,10408.0,634.0,12.0,1400000.0,23.0,3,putri
47,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1542.0,8785.0,2340.0,9.0,1750000.0,22.0,4,putri
48,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1542.0,8785.0,2340.0,12.0,1850000.0,22.0,1,putri
49,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1290.0,8770.0,2787.0,15.0,800000.0,5.0,131,putri
50,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1091.0,9080.0,3144.0,12.0,700000.0,12.0,28,putra
51,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6060.0,9542.0,4382.0,16.0,1300000.0,10.0,28,campur
52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2995.0,9069.0,1952.0,12.0,,14.0,3,putri
53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1430.0,8816.0,3458.0,20.0,1500000.0,15.0,23,putri
54,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,880.0,9211.0,2885.0,12.0,1400000.0,80.0,6,putri
55,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2323.0,8331.0,2524.0,16.0,1600000.0,8.0,9,putri
56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3213.0,9851.0,1513.0,20.0,3000000.0,2.0,6,campur
57,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2192.0,7939.0,3869.0,12.0,1200000.0,4.0,14,putri
58,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2198.0,7949.0,3901.0,12.0,1200000.0,4.0,1,putri
59,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1189.0,9066.0,3294.0,,1000000.0,5.0,15,putri
60,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1611.0,8610.0,3562.0,9.0,900000.0,7.0,5,putri
61,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1582.0,8676.0,3577.0,9.0,1800000.0,9.0,9,putra
62,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1954.0,8135.0,3115.0,,2000000.0,34.0,3,putra
63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1384.0,9025.0,2124.0,36.0,2800000.0,33.0,18,campur
64,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1123.0,9129.0,3245.0,8.1,1150000.0,8.0,1,putri
65,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6293.0,3794.0,7060.0,12.0,900000.0,3.0,49,putri
66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3018.0,7357.0,4782.0,17.5,600000.0,5.0,36,putri
67,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3018.0,7357.0,4782.0,21.0,750000.0,5.0,2,putri
68,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1685.0,8370.0,3075.0,12.0,950000.0,15.0,14,putri
69,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1591.0,8526.0,2776.0,9.0,1150000.0,27.0,10,putri
70,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,9851.0,1513.0,12.0,2500000.0,3.0,7,campur
71,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,763.0,10286.0,3025.0,9.0,850000.0,27.0,15,putri
72,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,763.0,10286.0,3025.0,12.0,900000.0,27.0,2,putri
73,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,2728.0,7327.0,4069.0,12.0,700000.0,10.0,33,putri
74,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1597.0,8521.0,2775.0,12.0,1300000.0,8.0,11,putri
75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5958.0,15891.0,6437.0,16.0,1500000.0,10.0,15,campur
76,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5958.0,15891.0,6437.0,16.0,1800000.0,10.0,18,campur
77,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1250.0,8952.0,3287.0,12.0,1800000.0,17.0,32,putri
78,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4506.0,13974.0,3161.0,30.0,1400000.0,,28,putri
79,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1396.0,8677.0,3160.0,10.5,1400000.0,10.0,13,putri
80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1997.0,8389.0,2585.0,21.0,320000.0,9.0,190,putra
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4210.0,9901.0,2390.0,9.0,500000.0,9.0,5,putra
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.0,8540.0,2454.0,9.0,400000.0,8.0,36,putri
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,8817.0,2611.0,9.0,584000.0,15.0,7,putra
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,8497.0,2436.0,9.0,300000.0,5.0,24,putra
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,9698.0,1645.0,9.0,300000.0,6.0,58,putra
86,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1053.0,10564.0,1335.0,9.0,650000.0,12.0,33,putra
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,10503.0,1336.0,,625000.0,47.0,3,putra
88,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1853.0,8390.0,2698.0,9.0,800000.0,10.0,25,putri
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0,11698.0,1457.0,9.0,300000.0,3.0,124,putra
90,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2761.0,9126.0,,12.0,600000.0,7.0,5,putri
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.0,11752.0,1475.0,9.0,350000.0,6.0,16,putri
92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3817.0,11669.0,1485.0,9.0,416000.0,3.0,24,putra
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.0,11500.0,695.0,12.0,225000.0,5.0,40,putri
94,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,4114.0,11673.0,1777.0,7.5,350000.0,5.0,14,putri
95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,11800.0,,9.0,400000.0,11.0,31,campur
96,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,3500.0,11819.0,1243.0,9.0,325000.0,41.0,104,putri
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2377.0,11492.0,775.0,9.0,475000.0,7.0,10,putra
98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3816.0,9322.0,2334.0,6.25,400000.0,6.0,58,putri
99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1908.0,9443.0,1407.0,14.0,800000.0,3.0,31,putri
100,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3785.0,11762.0,1465.0,9.0,475000.0,6.0,194,putra
101,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2756.0,10758.0,491.0,9.0,570000.0,4.0,161,putra
102,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1981.0,9519.0,1317.0,7.5,450000.0,13.0,12,putri
103,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2786.0,8866.0,2036.0,12.0,550000.0,5.0,2,putri
104,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3119.0,8598.0,2379.0,12.0,400000.0,3.0,42,putri
105,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4092.0,12576.0,1959.0,9.0,625000.0,1.0,61,putra
106,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1400.0,9002.0,3550.0,12.0,850000.0,6.0,202,putri
107,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3520.0,10200.0,1573.0,15.0,600000.0,30.0,36,putri
108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3523.0,10140.0,1609.0,7.3125,550000.0,4.0,21,putri
109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2780.0,10780.0,506.0,9.0,700000.0,10.0,64,putra
110,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3886.0,8642.0,2789.0,9.0,450000.0,10.0,22,putri
111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3438.0,9009.0,2250.0,6.0,900000.0,20.0,94,putri
112,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,2784.0,7304.0,4241.0,13.8,,24.0,18,putra
113,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3809.0,10059.0,1926.0,12.0,675000.0,5.0,36,putri
114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,7882.0,3817.0,9.0,1400000.0,4.0,21,putri
115,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,11275.0,1485.0,11858.0,16.0,,10.0,21,putra
116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1101.0,10474.0,1249.0,9.0,800000.0,49.0,5,putra
117,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2156.0,9113.0,1715.0,13.5,1500000.0,5.0,28,putri
118,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,5306.0,15030.0,4279.0,10.5,700000.0,28.0,97,putri
119,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3341.0,7623.0,3237.0,12.0,700000.0,12.0,133,putri
120,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5410.0,7688.0,4462.0,12.0,1800000.0,5.0,40,campur
121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4017.0,13256.0,2429.0,9.0,334000.0,6.0,13,putri
122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4017.0,13256.0,2429.0,12.0,417000.0,3.0,1,putri
123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1399.0,8854.0,3442.0,12.0,1600000.0,11.0,16,putra
124,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7263.0,16829.0,8158.0,12.0,800000.0,2.0,13,putri
125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3296.0,11756.0,1077.0,12.0,1050000.0,2.0,20,putri
126,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5756.0,6013.0,5467.0,9.0,500000.0,12.0,31,putra
127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9633.0,910.0,10245.0,9.0,375000.0,25.0,10,putra
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4129.0,13437.0,2612.0,9.0,334000.0,5.0,13,putri
129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1028.0,9113.0,2383.0,9.0,400000.0,16.0,25,putra
130,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3918.0,13074.0,2248.0,9.0,500000.0,40.0,129,putri
131,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3931.0,13087.0,2261.0,9.0,417000.0,40.0,8,putri
132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9862.0,237.0,10675.0,9.0,700000.0,40.0,3,putri
133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9845.0,670.0,10491.0,9.0,300000.0,30.0,12,putra
134,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9651.0,769.0,10296.0,10.24,550000.0,11.0,13,campur
135,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9640.0,900.0,10253.0,9.0,750000.0,10.0,25,campur
136,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1485.0,8565.0,2987.0,25.0,850000.0,36.0,15,putra
137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1103.0,8960.0,2656.0,12.0,450000.0,8.0,21,putra
138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1677.0,8971.0,3877.0,7.5,400000.0,18.0,8,putra
139,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1396.0,9194.0,3633.0,18.0,1500000.0,4.0,1,campur
140,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1397.0,9187.0,3630.0,9.0,1050000.0,4.0,101,campur
141,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1674.0,8924.0,3855.0,18.0,1750000.0,1.0,1,putra
142,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1663.0,8933.0,3846.0,10.5,1500000.0,2.0,12,putra
143,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,952.0,9115.0,2559.0,20.0,1400000.0,30.0,45,putra
144,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1284.0,8990.0,2269.0,13.5,750000.0,18.0,24,putri
145,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1254.0,8891.0,2494.0,12.0,500000.0,7.0,50,putra
146,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1406.0,8691.0,2711.0,12.0,700000.0,5.0,57,putra
147,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1137.0,8945.0,3022.0,9.0,600000.0,15.0,14,putri
148,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1110.0,8970.0,3001.0,9.0,800000.0,15.0,33,putri
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1443.0,,3668.0,10.5,292000.0,5.0,49,putra
150,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,2818.0,10764.0,554.0,20.0,,10.0,26,putri
151,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2706.0,8783.0,2087.0,12.25,800000.0,18.0,61,putri
152,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,822.0,10024.0,13.5,750000.0,40.0,14,putri
153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8569.0,1487.0,9350.0,9.0,417000.0,11.0,14,putra
154,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1311.0,9283.0,3566.0,7.5,1000000.0,5.0,140,campur
155,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3537.0,12305.0,5438.0,9.0,750000.0,7.0,189,campur
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1297.0,10646.0,3458.0,6.25,450000.0,18.0,52,putri
157,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1904.0,8163.0,3164.0,10.5,1400000.0,28.0,17,putri
158,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1288.0,9164.0,3491.0,9.0,334000.0,8.0,7,putra
159,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2199.0,11284.0,640.0,9.0,1200000.0,6.0,48,putri
160,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,2888.0,11026.0,553.0,12.0,1700000.0,7.0,4,putri
161,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3732.0,8863.0,6016.0,16.0,4500000.0,6.0,11,campur
162,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,3628.0,8797.0,2515.0,35.0,2000000.0,12.0,27,putri
163,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3999.0,12972.0,5720.0,12.0,400000.0,6.0,15,putri
164,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3617.0,10931.0,1358.0,12.0,650000.0,12.0,42,putra
165,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6478.0,15725.0,4922.0,12.0,1000000.0,6.0,87,putra
166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1371.0,9116.0,2011.0,9.0,500000.0,14.0,54,putri
167,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1483.0,9074.0,1987.0,14.0,850000.0,26.0,29,putri
168,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1482.0,9075.0,1986.0,9.0,550000.0,26.0,15,putri
169,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1482.0,9075.0,1986.0,25.0,1300000.0,26.0,5,putri
170,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,2030.0,10101.0,733.0,12.25,700000.0,3.0,37,putri
171,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3139.0,8421.0,2527.0,30.0,1500000.0,5.0,100,campur
172,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3177.0,11537.0,902.0,9.0,1250000.0,17.0,8,putri
173,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4446.0,7300.0,3945.0,12.0,1000000.0,4.0,37,putra
174,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3638.0,11239.0,1314.0,9.0,450000.0,3.0,33,putra
175,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1899.0,8168.0,3160.0,9.0,1800000.0,28.0,5,putri
176,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1591.0,8690.0,3605.0,12.0,1600000.0,11.0,88,campur
177,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2675.0,8771.0,2091.0,12.25,700000.0,15.0,123,putri
178,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4815.0,14632.0,3969.0,12.0,850000.0,12.0,28,putri
179,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1703.0,9201.0,,7.5,600000.0,4.0,19,putri
180,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4014.0,12427.0,1841.0,7.5,350000.0,6.0,62,putri
181,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2301.0,12014.0,3830.0,12.0,800000.0,8.0,33,putri
182,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,742.0,10355.0,2971.0,9.0,600000.0,16.0,10,putra
183,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2766.0,11315.0,533.0,12.0,700000.0,9.0,157,putri
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988.0,6270.0,5486.0,8.25,435000.0,5.0,31,putra
185,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3680.0,8709.0,2607.0,12.0,1500000.0,15.0,48,putri
186,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,4033.0,10753.0,1862.0,9.0,550000.0,30.0,41,putra
187,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5469.0,8980.0,3990.0,12.25,650000.0,12.0,25,putri
188,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2213.0,11282.0,627.0,9.0,700000.0,3.0,63,putri
189,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2225.0,12253.0,2551.0,9.0,500000.0,6.0,38,putri
190,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8564.0,1583.0,9256.0,12.0,725000.0,12.0,61,putri
191,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,4381.0,8001.0,3507.0,12.0,800000.0,25.0,141,putri
192,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10391.0,583.0,11063.0,9.0,834000.0,15.0,33,putri
193,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1982.0,8084.0,3223.0,12.0,750000.0,10.0,4,putri
194,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5076.0,8648.0,3758.0,7.29,417000.0,15.0,47,putra
195,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4872.0,14192.0,3365.0,10.5,500000.0,,29,putri
196,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4482.0,9813.0,2695.0,9.0,600000.0,20.0,45,putri
197,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1225.0,8852.0,3065.0,15.0,1300000.0,3.0,9,putri
198,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2847.0,7522.0,3348.0,9.0,500000.0,30.0,62,putra
199,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1457.0,8642.0,3276.0,17.5,1400000.0,12.0,45,putri
200,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1575.0,8847.0,3692.0,12.0,1700000.0,4.0,7,putri
201,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2982.0,7079.0,4057.0,9.0,550000.0,12.0,24,putri
202,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1444.0,9855.0,3782.0,12.0,650000.0,5.0,100,putra
203,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2474.0,7599.0,3950.0,26.0,2000000.0,6.0,13,putri
204,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3821.0,8979.0,2539.0,9.0,850000.0,20.0,18,putra
205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6774.0,6753.0,8796.0,22.0,1600000.0,20.0,40,putri
206,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1446.0,9606.0,1421.0,9.75,900000.0,17.0,59,putri
207,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2436.0,7837.0,4236.0,9.0,1550000.0,9.0,172,campur
208,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2896.0,7277.0,4486.0,9.0,550000.0,12.0,12,putri
