id,fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,poi_1,poi_2,poi_3,size,price_monthly,room_count,total_call,gender
83,0,0,0,0,0,0,0,0,1289,8817,2611,9,584000,15,7,2
84,0,0,0,0,0,0,0,0,2003,8497,2436,9,300000,5,24,2
85,0,0,0,0,0,0,0,0,998,9698,1645,9,300000,6,58,2
86,,1,0,0,1,0,0,1,1053,10564,1335,9,650000,12,33,2
87,0,0,0,0,0,0,0,0,1030,10503,1336,,625000,47,3,2
88,0,1,1,1,1,0,0,0,1853,8390,2698,9,800000,10,25,0
89,0,0,0,0,0,0,0,0,3785,11698,1457,9,300000,3,124,2
90,0,0,0,1,0,1,0,0,2761,9126,,12,600000,7,5,0
91,0,0,0,0,0,0,0,0,3797,11752,1475,9,350000,6,16,0
92,0,1,0,0,0,0,0,0,3817,11669,1485,9,416000,3,24,2
93,0,0,0,0,0,0,0,0,2837,11500,695,12,225000,5,40,0
94,0,0,0,1,1,,0,0,4114,11673,1777,7.5,350000,5,14,0
95,0,1,0,0,0,0,0,0,3844,11800,,9,400000,11,31,1
96,0,0,,1,0,0,0,1,3500,11819,1243,9,325000,41,104,0
97,0,0,0,0,0,0,0,1,2377,11492,775,9,475000,7,10,2
98,0,0,0,1,1,0,0,0,3816,9322,2334,6.25,400000,6,58,0
99,0,1,0,1,1,1,0,0,1908,9443,1407,14,800000,3,31,0
100,0,1,0,1,1,0,0,1,3785,11762,1465,9,475000,6,194,2
101,0,1,0,1,1,0,0,1,2756,10758,491,9,570000,4,161,2
102,0,0,0,1,1,0,0,0,1981,9519,1317,7.5,450000,13,12,0
103,0,0,0,0,0,,0,0,2786,8866,2036,12,550000,5,2,0
104,0,0,0,1,1,0,0,0,3119,8598,2379,12,400000,3,42,0
105,0,0,1,1,1,0,0,1,4092,12576,1959,9,625000,1,61,2
106,0,1,1,1,1,0,0,1,1400,9002,3550,12,850000,6,202,0
107,0,1,0,1,1,0,0,0,3520,10200,1573,15,600000,30,36,0
108,0,1,0,0,0,1,0,0,3523,10140,1609,7.3125,550000,4,21,0
109,0,1,0,0,0,1,0,1,2780,10780,506,9,700000,10,64,2
110,0,0,0,1,1,0,0,0,3886,8642,2789,9,450000,10,22,0
111,1,1,1,1,1,1,0,1,3438,9009,2250,6,900000,20,94,0
112,0,1,1,1,1,,0,1,2784,7304,4241,13.8,,24,18,2
113,0,1,0,1,1,0,0,0,3809,10059,1926,12,675000,5,36,0
114,1,1,1,1,1,1,0,1,2215,7882,3817,9,1400000,4,21,0
115,0,1,0,1,1,0,0,1,11275,1485,11858,16,,10,21,2
116,0,1,0,0,0,1,0,1,1101,10474,1249,9,800000,49,5,2
117,1,1,1,1,1,0,0,1,2156,9113,1715,13.5,1500000,5,28,0
118,0,1,1,1,,1,0,0,5306,15030,4279,10.5,700000,28,97,0
119,,1,1,1,1,1,0,1,3341,7623,3237,12,700000,12,133,0
120,1,1,1,1,1,1,0,1,5410,7688,4462,12,1800000,5,40,1
121,0,0,1,0,0,0,0,1,4017,13256,2429,9,334000,6,13,0
122,0,0,1,0,0,0,0,0,4017,13256,2429,12,417000,3,1,0
123,1,1,1,1,1,1,0,0,1399,8854,3442,12,1600000,11,16,2
124,,1,0,0,0,1,0,1,7263,16829,8158,12,800000,2,13,0
125,1,1,1,1,1,1,0,1,3296,11756,1077,12,1050000,2,20,0
126,0,0,1,1,1,0,0,1,5756,6013,5467,9,500000,12,31,2
127,0,0,0,0,0,1,0,1,9633,910,10245,9,375000,25,10,2
128,0,0,0,0,0,0,0,0,4129,13437,2612,9,334000,5,13,0
129,0,0,0,0,0,1,0,0,1028,9113,2383,9,400000,16,25,2
130,0,1,0,1,1,0,0,1,3918,13074,2248,9,500000,40,129,0
131,0,0,0,1,1,0,0,0,3931,13087,2261,9,417000,40,8,0
132,0,1,0,1,0,1,0,0,9862,237,10675,9,700000,40,3,0
133,0,0,0,0,0,1,0,1,9845,670,10491,9,300000,30,12,2
134,0,1,0,0,0,1,0,1,9651,769,10296,10.24,550000,11,13,1
135,0,1,1,1,1,0,0,0,9640,900,10253,9,750000,10,25,1
136,0,0,1,1,1,1,0,0,1485,8565,2987,25,850000,36,15,2
137,0,0,0,0,1,0,0,1,1103,8960,2656,12,450000,8,21,2
138,0,0,0,0,1,0,0,0,1677,8971,3877,7.5,400000,18,8,2
139,0,0,0,1,1,0,0,0,1396,9194,3633,18,1500000,4,1,1
140,0,0,0,1,1,0,0,1,1397,9187,3630,9,1050000,4,101,1
141,1,1,0,1,1,1,,1,1674,8924,3855,18,1750000,1,1,2
142,1,1,0,1,1,1,0,1,1663,8933,3846,10.5,1500000,2,12,2
143,1,1,1,1,1,1,0,1,952,9115,2559,20,1400000,30,45,2
144,0,1,1,1,1,0,0,0,1284,8990,2269,13.5,750000,18,24,0
145,0,0,1,0,0,1,0,1,1254,8891,2494,12,500000,7,50,2
146,0,0,1,1,1,0,0,1,1406,8691,2711,12,700000,5,57,2
147,0,0,0,1,1,0,0,0,1137,8945,3022,9,600000,15,14,0
148,0,0,1,1,1,0,0,1,1110,8970,3001,9,800000,15,33,0
149,0,0,0,0,0,0,0,1,1443,,3668,10.5,292000,5,49,2
150,1,1,1,1,,1,0,1,2818,10764,554,20,,10,26,0
151,0,1,1,1,1,0,0,0,2706,8783,2087,12.25,800000,18,61,0
152,0,1,1,1,1,1,0,0,,822,10024,13.5,750000,40,14,0
153,0,1,0,0,0,0,0,1,8569,1487,9350,9,417000,11,14,2
154,0,0,0,1,1,0,0,1,1311,9283,3566,7.5,1000000,5,140,1
155,0,1,1,1,1,1,0,0,3537,12305,5438,9,750000,7,189,1
156,0,0,0,0,0,0,0,1,1297,10646,3458,6.25,450000,18,52,0
157,1,1,1,1,1,0,0,0,1904,8163,3164,10.5,1400000,28,17,0
158,0,0,1,,0,0,0,1,1288,9164,3491,9,334000,8,7,2
159,1,1,1,1,1,0,0,1,2199,11284,640,9,1200000,6,48,0
160,1,1,1,,1,1,0,0,2888,11026,553,12,1700000,7,4,0
161,1,1,1,1,1,1,0,1,3732,8863,6016,16,4500000,6,11,1
162,1,1,1,,1,1,0,1,3628,8797,2515,35,2000000,12,27,0
163,0,0,0,1,1,0,0,1,3999,12972,5720,12,400000,6,15,0
164,0,1,0,0,0,1,0,1,3617,10931,1358,12,650000,12,42,2
165,0,1,1,1,1,1,0,1,6478,15725,4922,12,1000000,6,87,2
166,0,0,0,0,1,0,0,1,1371,9116,2011,9,500000,14,54,0
167,0,1,1,1,1,1,0,1,1483,9074,1987,14,850000,26,29,0
168,0,0,1,1,1,1,0,1,1482,9075,1986,9,550000,26,15,0
169,1,,1,1,1,1,0,0,1482,9075,1986,25,1300000,26,5,0
170,0,0,,1,1,0,0,1,2030,10101,733,12.25,700000,3,37,0
171,0,1,0,1,0,1,0,1,3139,8421,2527,30,1500000,5,100,1
172,1,1,0,1,1,1,0,1,3177,11537,902,9,1250000,17,8,0
173,1,1,0,1,1,0,0,1,4446,7300,3945,12,1000000,4,37,2
174,0,0,1,0,0,1,0,1,3638,11239,1314,9,450000,3,33,2
175,1,1,1,1,1,0,0,1,1899,8168,3160,9,1800000,28,5,0
176,1,1,1,1,1,1,0,,1591,8690,3605,12,1600000,11,88,1
177,0,0,1,1,1,0,0,1,2675,8771,2091,12.25,700000,15,123,0
178,0,1,0,1,0,0,0,1,4815,14632,3969,12,850000,12,28,0
179,0,0,0,1,1,0,0,0,1703,9201,,7.5,600000,4,19,0
180,0,0,0,1,1,0,0,1,4014,12427,1841,7.5,350000,6,62,0
181,0,1,1,1,1,0,0,1,2301,12014,3830,12,800000,8,33,0
182,0,0,0,0,1,1,0,0,742,10355,2971,9,600000,16,10,2
183,0,1,1,0,1,0,0,0,2766,11315,533,12,700000,9,157,0
184,0,0,0,0,0,0,0,0,3988,6270,5486,8.25,435000,5,31,2
185,1,1,1,1,1,1,0,0,3680,8709,2607,12,1500000,15,48,0
186,0,0,1,,0,1,0,1,4033,10753,1862,9,550000,30,41,2
187,0,1,1,1,1,0,0,0,5469,8980,3990,12.25,650000,12,25,0
188,0,0,1,1,1,0,0,1,2213,11282,627,9,700000,3,63,0
189,0,0,0,1,1,0,0,1,2225,12253,2551,9,500000,6,38,0
190,0,1,1,1,1,1,0,1,8564,1583,9256,12,725000,12,61,0
191,0,,1,1,1,0,0,1,4381,8001,3507,12,800000,25,141,0
192,0,1,1,1,1,0,0,1,10391,583,11063,9,834000,15,33,0
193,0,0,0,1,1,1,0,1,1982,8084,3223,12,750000,10,4,0
194,0,1,0,1,1,1,0,0,5076,8648,3758,7.29,417000,15,47,2
195,0,0,1,1,1,0,0,0,4872,14192,3365,10.5,500000,,29,0
196,0,1,1,1,1,0,0,0,4482,9813,2695,9,600000,20,45,0
197,0,1,1,1,1,1,0,0,1225,8852,3065,15,1300000,3,9,0
198,0,0,0,1,1,0,0,0,2847,7522,3348,9,500000,30,62,2
199,1,1,1,1,1,1,0,1,1457,8642,3276,17.5,1400000,12,45,0
200,1,1,1,1,1,1,0,1,1575,8847,3692,12,1700000,4,7,0
201,0,0,0,0,1,0,0,,2982,7079,4057,9,550000,12,24,0
202,0,0,1,1,1,0,0,0,1444,9855,3782,12,650000,5,100,2
203,1,1,1,1,1,1,0,1,2474,7599,3950,26,2000000,6,13,0
204,0,1,1,1,1,0,0,0,3821,8979,2539,9,850000,20,18,2
205,1,1,1,1,1,1,0,0,6774,6753,8796,22,1600000,20,40,0
206,0,1,1,1,1,0,0,1,1446,9606,1421,9.75,900000,17,59,0
207,1,1,1,1,1,1,0,1,2436,7837,4236,9,1550000,9,172,1
208,0,1,1,0,0,1,0,1,2896,7277,4486,9,550000,12,12,0
209,0,1,1,1,1,1,0,0,5274,8227,4115,20,1000000,40,87,0
210,1,1,1,1,1,1,0,0,2340,7708,3665,12,1500000,7,22,0
211,0,0,1,1,1,1,0,0,6214,3840,7179,12,550000,10,70,0
212,0,,0,1,0,0,0,1,3921,13056,2231,9,335000,27,108,2
213,0,0,0,1,0,0,0,1,3763,13191,2394,12,350000,22,71,0
214,0,1,1,0,0,0,0,1,1909,9507,4236,12,700000,20,52,0
215,0,0,0,1,,0,0,0,4353,13680,2854,,,5,1,0
216,0,0,0,,0,0,0,1,6188,15621,7304,12,375000,10,14,2
217,1,1,0,1,1,1,0,0,3845,13701,4775,48,1800000,1,37,0
218,0,0,1,0,0,0,0,1,6979,3159,7668,9,300000,6,36,2
219,0,0,0,1,1,1,0,1,4340,13615,2788,9,360000,16,37,0
220,,1,0,1,1,1,0,1,2592,9855,1094,12,600000,,185,0
221,0,0,0,0,,0,0,1,2636,10127,875,9,500000,17,18,2
222,0,,1,1,1,0,0,1,4860,6439,4681,10.5,600000,,68,0
223,1,1,1,1,1,1,0,1,903,9205,2403,15.75,1250000,50,215,2
224,0,0,1,1,1,0,0,1,1047,9217,3202,9,500000,4,24,2
225,0,1,1,1,1,0,0,1,1042,9221,3197,9,850000,5,45,2
226,,1,0,1,1,1,0,1,1238,8813,2952,24,1700000,12,16,2
227,0,0,1,0,0,0,0,1,4570,10636,2473,7.5,400000,8,21,2
228,0,0,1,1,1,1,0,1,1353,8744,3200,12,1300000,22,2,2
229,1,1,1,1,1,0,0,1,1758,8608,3795,12,1600000,18,26,0
230,0,0,1,1,1,0,0,0,4020,13246,2419,9,460000,32,64,0
231,0,0,0,0,0,0,0,1,1558,9021,2006,9,500000,33,11,0
232,0,1,0,1,1,1,0,0,3455,6847,4007,9,700000,6,88,0
233,1,1,1,1,1,0,0,1,2993,8201,2665,12,1100000,8,13,0
234,0,0,0,0,0,0,0,1,3515,6730,4140,9,400000,5,21,2
235,0,1,1,1,1,1,0,1,4757,6141,4814,25,650000,5,62,0
236,1,1,1,1,1,1,,1,1819,8738,,10.5,1500000,,21,0
237,1,1,1,1,1,1,0,0,3883,7697,3385,9,900000,20,43,0
238,0,1,1,1,1,1,0,1,2958,7736,4920,14,1000000,2,39,2
239,1,1,1,1,1,1,0,0,1347,8790,3269,12,2000000,26,44,2
240,0,1,0,1,1,1,0,0,4857,5192,,15,,5,4,0
241,0,0,0,0,0,0,0,0,9316,1078,9938,9,250000,4,6,2
242,1,1,1,1,1,0,0,1,4161,10866,1963,12,1800000,31,223,0
243,0,0,0,1,1,0,0,1,1320,10997,3256,9,450000,60,67,2
244,0,1,1,1,1,0,0,1,988,9741,1616,12,917000,15,10,0
245,0,1,1,1,1,0,0,1,988,9741,1616,16,1000000,7,9,0
246,0,0,1,1,1,0,,,1788,11617,1679,9.75,700000,7,18,0
247,0,0,1,1,1,,0,1,1788,11617,1679,14,800000,5,2,0
248,0,0,1,1,1,0,0,0,4753,13466,2783,,600000,6,31,0
249,0,1,0,0,0,1,0,1,1488,9117,3711,15,700000,9,21,2
250,0,1,0,0,0,1,0,1,1488,9117,3711,25,950000,2,1,2
251,1,0,1,1,1,0,0,0,4713,13411,2732,9,900000,6,22,0
252,1,,1,1,1,1,0,0,,11379,6884,12,1000000,2,28,2
253,1,1,1,1,1,1,0,1,3457,9745,1782,10.5,2000000,4,2,0
254,1,1,1,1,1,1,0,1,3678,6600,4251,,1500000,7,54,1
255,0,1,0,0,0,1,0,1,1828,8613,3895,12,750000,3,25,2
256,1,1,1,1,1,1,0,1,1755,8327,3438,32,2800000,14,9,1
257,1,1,1,1,1,1,0,1,2822,7413,4499,12,1800000,10,34,1
258,0,1,0,0,0,1,0,1,4810,9001,7106,12,600000,3,68,2
259,1,1,1,1,1,0,0,0,1579,8832,3689,16,1500000,4,9,0
260,0,1,0,0,0,1,0,1,3032,10116,1180,9,417000,26,126,2
261,0,0,0,0,0,0,0,0,4980,8624,3683,9,500000,18,19,0
262,0,0,1,1,1,0,0,0,3685,13701,3540,12,1700000,10,4,2
263,1,1,1,1,1,1,0,0,4119,11279,1819,14,2000000,4,41,1
264,1,1,1,1,1,1,0,0,2723,9957,1077,9,950000,12,55,0
265,0,0,0,1,1,0,0,0,3934,13769,4882,9,500000,8,49,2
266,1,1,1,1,1,1,0,1,1965,8993,4209,17.5,1950000,4,24,1
267,1,1,1,1,1,1,0,1,1965,8993,4209,20,2500000,2,10,1
268,1,1,1,1,1,1,0,1,1965,8993,4209,30,3000000,1,3,1
269,1,1,1,1,,1,0,1,1965,8993,4209,45,4000000,2,12,1
270,0,,0,0,0,0,0,1,4891,8653,,9,475000,,16,2
271,1,1,1,1,1,0,0,0,1492,11041,3464,12,1200000,8,57,0
272,1,1,1,1,1,1,0,0,3524,6602,4934,12,1500000,8,10,0
273,0,1,0,0,1,1,0,0,742,10355,,9,1000000,2,5,2
274,0,0,0,0,0,0,0,0,4088,13193,,9,250000,4,65,0
275,0,0,0,0,0,0,0,1,7161,16672,8118,9,292000,12,1,2
276,1,1,1,1,1,0,0,0,3399,13226,2719,15,1700000,10,40,0
277,0,1,0,0,0,0,0,1,7171,16683,8126,9,417000,17,1,2
278,0,0,0,1,1,0,0,1,7431,5256,7095,7.5,450000,10,9,0
279,0,1,,0,0,0,0,1,4290,7963,3466,9,500000,20,51,2
280,0,0,0,0,,1,0,1,7159,17208,6991,9,350000,7,8,0
281,1,1,1,1,1,0,0,0,2006,8120,3051,9,1500000,10,20,0
282,1,1,0,1,1,1,0,1,4164,6141,4690,24,1300000,2,39,1
283,1,1,1,1,1,1,0,1,1593,8516,3391,17.5,2750000,37,65,1
284,1,,1,1,1,1,0,1,2360,8106,2783,20,4500000,3,22,1
285,0,0,0,0,1,0,0,0,3820,12669,5635,9,360000,12,28,0
286,0,1,1,1,1,1,0,0,3842,6403,4452,14,650000,16,89,0
287,0,0,0,1,1,0,0,0,5578,15627,5553,9,500000,7,95,0
288,0,0,0,0,0,0,0,1,5342,9142,3806,9,450000,11,13,2
289,0,0,0,0,0,0,0,1,2587,8922,4854,9,450000,12,14,1
290,1,1,1,1,1,1,0,1,2888,11013,553,12,1699000,7,16,0
291,0,1,0,0,0,1,0,0,7602,16831,8755,12,590000,,1,0
292,0,1,1,1,1,0,0,0,3305,8879,2260,12,900000,16,15,0
293,0,1,1,1,1,0,0,0,1658,8474,3477,12,700000,17,13,0
294,1,1,1,1,1,1,0,1,1593,8516,3391,17.5,2500000,30,8,1
295,1,1,1,1,1,,,1,1593,8516,,17.5,,30,1,1
296,0,1,1,1,1,0,0,0,2081,10496,360,12,550000,30,68,0
297,1,1,1,1,1,1,0,1,1579,8668,2495,20,1700000,18,8,2
298,1,1,1,1,1,1,0,0,1639,8668,3662,16,2000000,15,8,2
299,1,1,1,0,1,,0,0,3464,13497,3938,12,1800000,7,1,2
300,1,1,1,1,1,1,0,1,1484,8901,3603,12,1400000,13,40,0
301,0,0,0,0,0,0,0,1,3684,6398,4598,14,550000,5,18,2
302,0,0,0,0,0,0,0,1,3683,6399,4597,9,400000,1,39,1
303,0,1,1,0,0,1,0,1,7608,16827,8768,9,542000,12,15,0
304,1,0,1,1,1,1,0,1,3955,6112,4894,9,1700000,3,2,1
305,1,1,1,1,1,1,0,1,3961,6106,4900,9,2000000,20,11,1
306,1,0,1,1,1,1,0,1,3963,6103,4905,12,2200000,2,1,1
307,0,0,1,0,0,1,0,1,6666,16027,7797,9,480000,7,2,2
308,0,,0,0,0,1,0,,6605,15951,7753,9,420000,14,9,0
309,0,0,0,0,0,0,0,1,7759,17180,8752,7.5,375000,17,3,2
310,0,,0,1,0,1,0,0,2106,,995,12,400000,25,59,0
311,0,1,1,,0,0,0,1,2947,8218,2640,12,850000,4,17,0
312,1,0,1,1,1,0,0,0,1323,8940,2308,10.5,800000,9,39,0
313,0,1,1,0,0,0,0,0,7588,16831,8732,9,500000,13,11,0
314,0,0,0,0,0,0,0,1,8176,17605,9133,9,292000,4,11,2
315,0,1,0,0,0,0,0,1,8179,17608,9135,12,459000,5,2,2
316,0,1,0,0,0,0,0,1,8104,17544,9055,12,500000,2,5,2
317,1,1,1,1,1,1,0,1,2732,9972,1070,12.25,1550000,3,28,0
318,0,0,0,1,1,1,0,1,5443,12459,3105,12,450000,3,43,2
319,0,1,0,0,0,0,0,1,5225,7289,4490,42,700000,21,2,0
320,1,,1,1,1,0,0,0,4000,7674,3461,15,1400000,15,16,0
321,0,0,0,0,0,0,0,1,1285,9089,2118,8.25,475000,12,24,0
322,0,0,0,0,0,0,0,0,10261,18909,8423,11,300000,8,15,0
323,0,0,0,1,1,0,0,1,1321,9554,3640,9,450000,7,31,2
324,0,1,1,1,1,0,0,1,10226,628,10873,16,700000,28,39,0
325,0,0,0,1,1,0,0,0,3592,7028,3802,12,450000,9,36,0
326,1,1,1,1,1,1,0,0,10134,228,10866,20,1250000,12,8,0
327,0,0,0,0,0,,0,1,6493,15378,4689,7.68,340000,3,24,0
328,1,1,1,1,1,1,0,1,3913,8561,2857,13.5,1500000,30,16,0
329,1,0,1,1,1,0,0,1,4655,5985,6297,14,1100000,9,11,2
330,0,1,1,,1,0,0,0,5992,4651,6294,12,650000,10,49,2
331,1,1,1,1,1,1,0,1,7533,5923,6976,,1500000,6,107,1
332,0,1,0,0,0,1,0,0,6333,15925,5109,9,800000,9,16,0
333,1,1,1,0,1,1,0,1,9067,1594,9586,12,1050000,4,6,0
334,0,0,0,0,0,0,0,0,2078,9915,912,8.75,475000,12,40,0
335,0,1,1,1,1,0,0,1,4503,14443,5143,9,800000,17,122,0
336,1,1,1,1,1,1,0,1,7095,17042,6424,9,2300000,33,35,1
337,0,0,0,0,1,1,0,0,2717,9974,1059,9,650000,10,49,0
338,0,1,0,1,1,1,0,0,5548,4579,6711,15,700000,15,27,0
339,0,,0,,1,0,0,0,2394,7852,4174,12,850000,75,48,2
340,0,1,1,1,1,1,0,1,,7679,,12,1500000,1,2,1
341,0,1,0,0,0,0,0,0,2840,12146,1389,24,1200000,3,57,0
342,0,0,1,0,1,0,0,1,5807,10932,3715,16,800000,4,47,1
343,0,1,0,0,0,0,0,1,,6994,4039,12,600000,10,49,2
344,1,1,1,1,1,1,0,1,3640,12741,,9,1250000,6,179,1
345,1,1,1,1,1,1,0,1,5053,6104,4979,12,1500000,9,10,0
346,0,1,1,0,1,0,0,0,2587,11847,4424,9,650000,9,32,0
347,0,1,0,1,1,0,0,0,7220,16679,8220,9,600000,,28,0
348,0,0,0,0,0,0,0,0,10646,708,11333,9,500000,15,6,0
349,0,0,0,0,0,1,0,1,4423,5627,5407,9,500000,,8,0
350,1,1,1,1,1,1,0,1,1354,8716,3122,13.5,1800000,34,19,1
351,1,1,1,1,1,1,0,1,1353,8716,3121,13.5,1600000,34,22,1
352,1,1,1,1,0,1,0,1,1356,8713,3121,13.5,1300000,34,32,1
353,0,,1,0,0,1,0,1,1354,8717,3127,13.5,850000,34,23,1
354,0,1,1,0,0,1,0,1,1355,8714,3119,13.5,800000,34,63,1
355,,1,1,1,1,1,0,1,1497,8640,3374,12,2500000,23,89,1
356,1,1,1,1,1,1,0,1,1750,8331,3430,12,2750000,24,71,1
357,1,1,1,1,1,1,0,0,42924,42140,40808,16,1250000,24,2,0
358,0,0,0,1,1,1,0,1,5957,4097,6826,9,450000,6,18,2
359,0,1,1,1,1,0,0,1,2125,8960,1876,12,850000,,27,2
360,0,0,1,0,0,0,0,0,4486,10363,2479,9,450000,20,12,0
361,0,0,1,0,1,0,0,1,1757,8532,2549,12,699000,20,35,2
